5,0.007155,0.995715,0.005638
10,0.032882,0.982341,0.013504
15,0.019889,0.988965,0.012946
20,0.018090,0.985513,0.014157
25,0.017138,1.008423,0.013289
30,0.019563,0.993211,0.013104
35,0.017291,1.010405,0.013408
40,0.016245,0.989850,0.009117
45,0.013051,1.011161,0.009313
50,0.011866,0.995714,0.010086
55,0.017552,0.985591,0.009621
60,0.019955,1.011390,0.010776
65,0.012307,1.005845,0.015210
70,0.002894,1.036526,0.002226
